"otimism","frivolity","love","gloat","frustration","disaproval","envy","remorse","aggresiviness","rejection","rivalry","contempt","anxiety","awe","submission","coercion","desgosto"
4.33,0,4.03,0,0,0,0,-1.42,0.14,0,0.27,0.37,0.47,0,0.47,0,TRUE
0.5,-0.12,1.75,0,-0.06,0,0,-0.78,0.87,0,0,-0.01,0,0,0,0,FALSE
0,0.15,3.18,0,0,0,0,-3.48,0,-0.03,0,-0.32,0,0,0,-0.09,TRUE
0,0.13,1.33,0,0,0,0,-1.79,0,0,0,-0.13,0,0,0,0,FALSE
0.31,0.04,0.53,0,0,0,0,-0.16,0,0,0,0,0.08,-0.24,-0.16,-0.07,FALSE
0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,-0.31,0,0,0,0,0,0,0,-0.25,FALSE
1.78,0,1.9,0,0,-0.07,0.05,0,0,0,0,0,0,0,0,0,FALSE
0.26,-0.02,0.49,0,-0.54,0,0,-0.94,0,0.03,0.2,0,-0.16,0,0.05,-0.28,FALSE
0.19,0,0.15,0,0,0,0,-5.45,0,0,0,-0.32,-0.01,0,-0.01,0,FALSE
1.78,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0.9,0,0.9,0,0,0,0,-1.89,0,-0.08,0.12,-0.06,0.28,0,0.28,0,FALSE
0,-0.15,1.07,0,0.14,0,0.3,-1.55,0,0,0,-0.27,0.02,0,0.02,0,FALSE
0,0.3,3.13,0,0,0,0,-0.07,0,0,0,-0.02,0,0,0,0,FALSE
1.28,0,0.93,0,0,0,0,-3.21,0,0,0,-0.09,0.4,0,0.4,0,FALSE
0.44,0.05,0.48,0,-0.7,0,0,0,0,0,0,0,-0.55,0,-0.13,0,FALSE
0,0,1.63,0,-0.06,0,-0.06,-0.6,0,0,0,0,-0.02,0,-0.02,-0.44,FALSE
0,0,0,0,0,0,0,-0.21,0,0,0,0,0.02,0,0.02,-0.13,FALSE
0.26,0,0.4,0,0.01,0,0,0,0,0,0,0,0.17,0,0.2,0,FALSE
0,0.08,1.54,0,0.1,0,0.12,0,0,0,0,0,0.09,0,0.09,0,FALSE
0,0.07,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
1.98,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0.87,0,0.93,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0,FALSE
0.58,-0.91,2.19,0,0,0,0,0,0,0,0,0,0.07,0,0.05,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0,FALSE
0,-0.2,4.65,0,0.1,0,0.07,-1.65,0,0,0,-0.21,0.1,0,0.1,-0.98,FALSE
0,0,0,0,0,0,0,-1.91,0,0,0,-0.69,0.08,0,0.08,0,FALSE
0.19,-0.02,0.2,0,0,0,0,-1.61,0,-0.05,0,-0.01,0.07,0,0.07,0,FALSE
1.94,0,0.1,0,0.07,0,0.08,-1.49,0,0,0,-0.11,0.09,0,0.09,0,FALSE
0.13,0,0.16,0,0.13,0,0.16,-1.69,0.1,0,0.13,-0.15,0.09,0,0.09,0,FALSE
0.12,0,0,0,0,0,0,-1.76,0,0,0,-0.17,0,0,0,0,TRUE
0,0,0,0,0,0,0,0,0,-0.01,0,-0.11,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.25,0,0.38,0,0.01,0,0,-3.24,0,0,0,-0.3,0.11,0,0.11,0,FALSE
0.1,0,0.42,0,0,0,0,0,0.09,0,0.13,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,0,FALSE
0.15,0.06,1.79,0,0,0,0,0,0,0,0.17,0.06,0.07,0,0.07,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.1,0.29,2.94,0,0.05,-0.42,0,-0.64,0,0,0,0,0.14,-0.35,0.02,-0.34,TRUE
2.04,0,2.1,0,-0.05,0,0.16,-4.23,0,0,0,0.23,0.24,0,0.14,-0.77,TRUE
0,0,0,0,-0.71,0,0,-1.29,0,0,0,-0.04,-0.43,0,-0.11,0,TRUE
0,0.55,1.74,0,0,0,0,-1.75,0,0,0,-0.12,0,0,0,0,FALSE
2.67,0,2.74,0,-0.07,0,0,0,0.09,0,0,0,0.08,0,0.08,0,TRUE
0.51,0,0.34,0,0,-0.33,0,-0.38,0,0,0,0,0.14,-0.24,0.14,-0.24,FALSE
0.68,0,0.79,0,0.02,-0.07,0,-1.95,0,0,0,-0.34,0.18,0,0.16,0.02,FALSE
0.5,0,0.42,0,0,0,0,0,0,0,0,0,0,0,-0.1,0,FALSE
1.95,0,1.9,0,0,0,0,-3.13,0,0,0,-0.23,0.02,0,0,0,TRUE
0,0,0,0,0,0,0,-1.68,0,0,0,0.08,0,0,0,0,FALSE
0.21,0,0.28,0,0.3,0,0.08,-4.37,0,0,0,0.24,0.33,0,0.33,-0.71,FALSE
1.58,0,1.61,0,0,0,0,-1.66,0,0,0,-0.15,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0.25,-0.03,0.11,-0.15,0,0,0,0,FALSE
1.88,0,1.9,0,-0.08,0,0.05,-0.69,0,-0.02,0,-0.05,0.29,0,0.11,0.18,TRUE
0,0.22,3.36,0,0.08,0,0.2,-1.91,0,0,0,-0.72,0.07,0,0.07,0,FALSE
1.72,0,1.77,0,0.12,-0.18,0.08,-0.48,0,0,0,0,0.05,0,0.03,0.02,FALSE
0,0,0,0,0,0,0,-0.1,0,-0.06,0,-0.12,0,0,0,-0.07,FALSE
0.44,0,0.54,0,0.11,0,0.03,0,0,-0.07,0,0,0.11,0,0.11,0,FALSE
0,0,0.1,0,0.25,0,0.29,-3.85,0,0,0.08,0.23,0.24,0,0.03,0.21,FALSE
0.34,0.08,0.35,0,0,0,0,0,0,0,0,0,0.09,-0.2,-0.18,0,TRUE
1.78,0,1.9,0,0.01,-0.13,0,-3.81,0,0,0,-0.36,-0.03,-0.09,0,-0.09,TRUE
0.37,0.05,2.11,0,0.01,0,0,-2.67,0.78,0.02,0.17,-0.07,0.07,0,0.07,0,TRUE
2.09,0,2.28,0,0.06,0,0.13,0,0,0,0.11,0,0,0,-0.11,0,FALSE
0.34,-0.04,1.77,0,0,0,0,-1.54,0.11,0,0.33,-0.07,0.05,0,0.05,0,FALSE
1.97,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
4.53,0,4.15,0,0,0,0,0,0,0,0,0,0.41,0,0.41,0,FALSE
1.06,0,1.13,0,0,0,0,0,0.43,0,0.5,0,0.11,0,0.11,0,FALSE
0.67,0,0.41,0,0,0,0,0,0,0,0,0,0.22,0,0.22,0,FALSE
2.79,0,2.72,0,0,-0.14,0,-2.05,0,0,0,-0.09,0.17,0,0.17,-0.81,FALSE
1.78,0.28,3.42,0,-0.48,0,0,-0.82,0,0,0,0,-0.14,0,0.06,-0.17,FALSE
0,0.3,1.39,0,0,-0.15,0,-0.14,0,0,0,0,0,0,0,0,FALSE
0.2,0,0.2,0,0,0,0,-1.89,0,0,0,-0.06,0,0,0,0,TRUE
0.22,0.09,1.87,0,0,-0.37,0,-0.57,0,0,0,0,0,-0.31,0,-0.38,TRUE
0,0,0,0,0,0,0.02,-0.25,0,0,0,0,-0.07,0,-0.04,-0.03,FALSE
0,0.15,1.76,0,0.06,0,0.1,-1.91,0,0,0,-0.43,-0.01,0,-0.01,0,FALSE
0.45,0,2.12,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,FALSE
1.63,0.05,1.46,0,0,0,0,0,0,-0.1,0,0.03,0,0,0,0,TRUE
0.88,0,0.85,0,0.11,0,0.06,-1.75,0,0,0,-0.12,0.33,0,0.33,0,FALSE
1.99,-0.61,1.98,0,0,0,0,-2.14,0,0,0,-0.06,0.49,0,0.49,-0.12,FALSE
1.72,0.17,1.77,0.14,0.09,0,0.04,-1.7,0,0.03,0,0.19,0.04,0,0.04,0,FALSE
0.2,0,0.42,0,0,0,0,-1.9,0,0,0,0,0.06,0,-0.04,-0.73,FALSE
0.53,0,0.48,0,0,0,0,0,0,0,0,-0.19,0,0,0,0,FALSE
0,0.14,1.81,0.07,-0.12,0,0,-0.69,0,0,0,0,0.18,0,0,0.18,FALSE
0.78,0,0.48,0,0.15,0,0.02,-2.67,1.12,0,0.06,0.03,0.34,0,0.29,-0.77,FALSE
0,0.07,1.73,0,0,-0.12,0,-1.03,0,-0.01,0,-0.1,0,0,0,0,TRUE
0,0,0,0,0,0,0,-0.09,0,0,0,0,-0.08,0,-0.08,0,FALSE
0.37,0,0.5,0,0,0,0,0,0.09,0,0.11,0,0.04,0,0.04,0,TRUE
4.68,-0.14,6.38,0,0,0,0,0,0,0,0,0,0.3,0,0.3,0,FALSE
0.29,-0.15,1.93,0,0.24,0,0.1,-1.91,0,0,0.14,-0.69,0.39,0,0.39,0,FALSE
0,0.15,1.76,0,0,0,0,-1.74,0,0,0,0,0,0,0,0,TRUE
0,0,1.64,0,0.37,0,0.23,-1.86,0,0,0,-0.71,0.26,0,0.26,0,TRUE
0.11,0.03,0.17,0,0.19,0,-0.01,0,0,0,0,0,0.2,0,0.2,0,FALSE
0.33,0,0.64,0,0,0,0,-1.93,0.2,0,0.17,0,-0.01,-0.24,-0.25,-0.82,FALSE
0,-0.16,1.57,0,0.05,0,0.13,0,0,0,0.25,0,-0.03,0,-0.03,0,FALSE
0.14,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0.03,0,0,-0.2,0,0,0,0,0.01,0,0.05,-0.04,TRUE
0,0.08,0,0,-0.4,0,0,-0.79,0,-0.03,0,-0.11,-0.09,-0.13,0,-0.09,FALSE
0,0,0,0,0.11,0,0.06,-1.91,0,0,0,-0.35,0.08,0,0.08,0,FALSE
3.82,0.06,6.44,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0,0,0,0,0,0,0,-2.01,0,0,0,0,0,0,0,-0.82,FALSE
0.59,0,0.57,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,TRUE
3.63,-0.09,2.08,0,0,-0.07,0.05,0,0,-0.1,0,0,0.11,0,0.11,0,FALSE
1.24,0,1.06,0,0.04,-0.12,0.03,-4.85,0,-0.01,0,-1.14,0.33,0,0.33,0,FALSE
0,0.21,1.37,0,-0.08,0,0,-1.78,0,0,0,0.36,0.22,0,0,0.22,TRUE
0.18,0,0.18,0,0,0,0,-3.12,0,0,0,-0.39,0.05,0,0.05,0,TRUE
0,0.03,0,0,0.35,0,0.38,0,0,0,0,0,0.16,0,0.19,0,TRUE
2.1,0,1.83,0,0,0,0,-1.79,1.76,0,1.56,0.13,0.06,0,0.06,-0.08,TRUE
0.7,0.21,2.02,0,0,0,0,-0.3,0,0,0,0,0.02,0,-0.08,-0.22,FALSE
1.78,0.19,5.1,0,0,0,0,0,0,-0.08,0.08,-0.23,0.16,0,0.16,0,TRUE
1.73,0,1.72,0,0,0,0,-3.53,0,0,0,-0.19,0,0,0,-0.82,FALSE
0.5,0,0.35,0,-0.07,0,0,0,0.09,0,0,0,0.08,0,0.08,0,FALSE
0.13,0,0.16,0,0,0,0,-1.69,0.1,0,0.13,-0.15,0,0,0,0,FALSE
0,0,0,0,0,0,0,-1.96,0,0,0,-0.24,0,0,0,0,FALSE
0,0,0,0,0.01,0,0,0,0,0,0,0,-0.15,0,0,0,TRUE
3.78,-0.15,2.97,0,0,-0.13,0,-0.34,0.08,0,0,0,0.04,-0.09,0.04,-0.09,FALSE
2.21,0,2.24,0,0,0,0,-3.5,0,0,0,-0.38,0.05,0,0.05,-0.73,FALSE
0.2,0.38,1.79,0,0,0,0,-2,0,0,0,-0.06,0.03,0,0,-0.06,FALSE
0.14,0.22,1.92,0,-0.06,0,-0.06,-1.64,0.21,0,0.25,-0.18,-0.05,0,-0.05,0,TRUE
1.78,0,1.9,0,0,0,0.17,-1.29,0,0,0,-0.04,0.02,0,-0.06,0,FALSE
0,0,0,0,0,0,0,-1.91,0,0,0,-0.72,0,0,0,0,FALSE
0.17,0.48,1.95,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0,FALSE
0.17,0,0.2,0,0,0,0,0,0,0,0.13,0,0.19,0,0.19,0,FALSE
0,0,1.85,0,0,0,0,-1.57,0,0,0,0.18,0,0,0,-0.11,FALSE
0,-0.06,1.41,0,0,-0.18,0,-0.19,0,-0.03,0,-0.04,-0.05,0,-0.05,0,FALSE
0.11,-0.09,0,0,0,0,0,0,0,-0.1,0.17,0,0.08,0,0.08,0,FALSE
0,0.06,1.42,0,0,-0.37,0,-0.47,0,0,0,0,0,-0.31,-0.1,-0.31,TRUE
2.2,0.05,3.77,0,0,0,0,-4.95,0,0,0,-1.33,0.05,0,0.05,0,FALSE
0,-0.04,0,0,0,0,0,-4.83,0,-0.1,0,-0.42,0,0,0,0,FALSE
0.44,0,0.49,0,0,0,0,-0.1,0.12,0,0.1,0,0.14,0,0.14,-0.07,FALSE
0.17,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.28,0,1.76,0,0,0,0,0,0,0,0,0,0.19,0,0.19,0,FALSE
0.2,0,0.24,0,0,0,0,-0.61,0,0,0,0,0.1,0,0.1,-0.24,FALSE
1.78,0.04,2.21,0,0.08,-0.18,-0.02,-0.26,0,-0.14,0,-0.41,0.07,0,-0.08,0,FALSE
2.39,0,0.25,0,0,0,0,-1.45,0,0,0,-0.2,0.2,0,0.2,0,TRUE
0,0,0,0,0.01,0,0.2,0,0.09,0,0,0,0.07,0,0.07,-0.71,FALSE
0,-0.46,1.18,0,0,0,0,-0.1,0,0,0,0,0,0,0,-0.07,FALSE
0,0.21,1.37,0,0,0,0,-1.53,0,0,0,-0.12,0,0,0,0,FALSE
0.26,0.15,2.12,0,0,0,0,0,0,0,0.15,0,0.14,0,0.14,0,FALSE
0.2,0.48,1.79,0,0.05,0,0.21,-1.58,0,0,0.11,-0.3,-0.06,0,0,0,FALSE
0.47,0,0.41,0,0.09,0,0.18,0,0,0,0,0,0.17,0,0.17,0,FALSE
0.49,0,0.52,0,0,0,0,-1.29,0,0,0,-0.07,0.15,0,0.15,0,FALSE
0,0.08,1.54,0,0.21,0,0.07,0,0,0,0,0,0.24,0,0.24,0,FALSE
1.71,-0.18,2.93,-0.16,0,0,0,-3.16,0,0.01,0,0.23,0.06,0,0.06,0,FALSE
0.58,0,0.74,0,0.32,0,0.29,-1.64,0,0,0,-0.42,0.15,0,0.15,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
1.8,0,0,0,0,0,0,-4.99,0,0,0,-0.72,0,0,0,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,-0.01,0,0,0,0,FALSE
0,0,0.28,0,0.13,0,0.16,-1.77,0,0,0,-0.24,0.09,0,0.09,0,TRUE
0.28,0.31,1.82,0,-0.04,0,0,-3.65,0,0,0,-0.11,-0.11,0,0,-0.93,TRUE
0.26,-0.07,0.16,0.01,0,0,0,0,0,-0.1,0,-0.02,0.08,0,0.08,0,FALSE
3.89,0,4.01,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,FALSE
0,-0.22,1.29,0,0.09,0,0.01,-1.89,0,0,0,0.13,0.1,0,0.1,-0.17,FALSE
1.04,0.08,2.73,0,0.02,0,0.03,-3.26,0,0,0,0.06,0.17,0,0.17,0,FALSE
0.41,-0.09,0.41,0,0,0,0,-1.59,0,-0.15,0,-0.05,0.22,0,0.22,0,TRUE
0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
1.78,0.21,3.27,0,0,0,0,-1.65,0,0,0,-0.06,0.06,0,0.06,-0.22,FALSE
1.98,0.22,3.65,0,0,-0.06,0,-2.05,0,-0.03,0,-0.15,0,0,0,0,TRUE
0,0,0,0,0,0,0,-1.31,0,0,0,0.18,0,0,0,0,TRUE
0,0,0,0,0,0,0,-1.55,0,0.05,0,-0.41,0.08,0,0.08,0,TRUE
0.22,0,0.19,0,0.12,0,0.21,0,0,0,0,0,0.2,0,0.2,0,FALSE
0.22,0.57,4.71,0,0,0,0,-1.89,0,0,0,-0.06,0.05,0,0.05,0,FALSE
0,0,0,0,0,-1.53,0,-2.92,0,0.32,0,0.18,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,FALSE
1.78,-0.23,3.06,0,0.02,0,0,0,0,-0.06,0,-0.12,-0.03,0,0,0,FALSE
0,-0.27,1.39,0,-0.49,0,0,-2.37,0,0,0,0.04,-0.08,0,0.09,-0.17,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.33,0,0.41,0,0,0,0,-0.15,0,0,0,0,0.16,0,0.16,-0.12,FALSE
2.08,0,1.92,0,-0.02,0,0.08,-1.01,0.78,0,0,-0.01,-0.1,0,-0.1,-0.17,FALSE
3.64,0,2,0,-0.07,0,-0.04,0,0,0,0,0,-0.02,0,-0.02,0,TRUE
0.38,0.07,2.19,0,0.04,0,0,-0.07,0,0,0,0,-0.03,0,0,-0.03,FALSE
3.35,0,3.31,0,0.1,0,0.21,0,0,0,0,0,0,0,0,0,FALSE
0.61,0.36,2.06,0,0,0,0,-1.91,0,0,0,-0.35,0.11,0,0.11,0,FALSE
0,0,0,0,0.01,0,0,-3.54,0,0,0,-0.72,0.04,0,0.07,-0.99,FALSE
0,0,0.13,0,0.55,0,0.53,0,0,0,0.11,0,0.15,0,0.15,0,FALSE
1.97,0.04,1.66,0,0,0,0,-0.35,0,0,0,-0.01,0.08,0,0.08,-0.14,FALSE
0.18,0,0.25,0,0.16,0,0.14,0,0.15,0,0.13,0,0.06,0,0.06,0,FALSE
0,0,0.09,0,0,0,0,-1.63,0,0,0.07,0.21,0,0,0,0,FALSE
1.58,0,3.14,0,0.19,0,0.07,0,0,0,0,0,0.2,0,0.2,-0.71,FALSE
0,0,0,-0.02,0,0,0,-1.75,0,0,0,-0.09,0.1,0,0.1,-0.79,FALSE
1.11,0,1,0,0,0,0,0,0,0,0,0,0.11,0,0.11,0,FALSE
0,0,0,0,0.11,0,0.06,0,0,0,0.18,0,0.08,0,0.08,0,FALSE
1.98,0,1.9,0,0.18,0,0.06,0,0,0,0,0,0.02,0,0,0,FALSE
1.16,-0.15,1.82,0,0.19,0,0.2,0,0.24,0,0.23,0,0.54,0,0.54,0,TRUE
0.49,0,0.64,0,0,0,0,-3.2,0,0,0.12,0.2,0.24,0,0.24,0,TRUE
0.5,0,0.42,0,0.01,0,0,0,0,0,0,0,-0.03,0,0,0,FALSE
2.01,0,2.02,0,0,-0.13,0,-0.11,0.1,0,0.13,-0.02,0,0,0,0,FALSE
0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.1,0,0,0,0.25,0,0.08,0,0,0,0,0,0.21,0,0.21,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,FALSE
0,0,0,0,0.19,0,-0.01,0,0,0,0,0,0.2,0,0.2,0,FALSE
4.32,-0.23,3.74,0,0.13,0,0.07,-1.49,0.2,0,0.21,-0.24,0.17,0,0.17,0,TRUE
0.18,0,0.29,0,0,0,0,-1.91,0,0,0,-0.35,0.05,0,0.05,0,TRUE
1.94,0,1.81,0,0.1,0,0.17,0,0,0,0,0,0.09,0,0.09,-0.78,FALSE
0.31,0,0.4,0,0,0,0,-3.2,0,0,0,0.25,0.2,0,0.2,0,FALSE
3.19,-0.34,4.05,0,0,0,0,-1.48,0.12,0,0.1,-0.24,0.37,0,0.37,-0.07,TRUE
0,0,0,0,0,0,0,-1.63,0,0,0,0.1,0,0,0,0,TRUE
0,0,0,0,0.13,-0.07,0.17,-0.11,0,0,0,-0.04,0.02,0,0.02,0,FALSE
1.96,-0.37,3.44,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,FALSE
0.18,0,0.18,0,-0.03,0,0,-3.47,0,0,0,-0.11,0.04,0,0.11,-0.07,FALSE
0.64,0,0.43,0,0,0,0,0,0,0,0,0,0.21,0,0.21,0,FALSE
0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
1.88,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,-1.91,0,0,0,-0.35,0,0,0,0,FALSE
1.77,0,0.21,0,0.15,0,0.02,0,0,0,0,0,0.11,0,0.06,0,TRUE
1.58,0,1.5,0,0,0,0,-1.87,0,0,0,-0.42,0,0,0,-0.17,FALSE
0.13,0.31,1.76,0,-0.26,0,0,-0.6,0,0,0,0,0.03,0,0.01,0.02,FALSE
2.18,-0.14,5.84,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,FALSE
2.47,-0.11,4.06,0,0,0,0,-3.55,0,0,0,-1.14,0.1,0,0.1,0,FALSE
0.12,-0.04,0.15,0,-0.03,0,0,-2.11,0,0,0,-0.3,0.24,0,0,0.24,FALSE
0,0.05,1.49,0,0.08,0,-0.05,-1.85,0,0,0,0,0.13,0,0.13,0,FALSE
0.26,0,0.2,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0,FALSE
0.13,-0.15,1.79,0,0,-0.18,0,-1.86,0,0.02,0,-0.3,0,-0.1,0,0,FALSE
0.1,0,3.29,0.07,0,0,0,0,0.09,0,0.11,0,0,0,0,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.48,0,0.57,0,0,-0.04,0,-0.11,0,0,0,-0.19,0.04,-0.06,0.04,-0.06,FALSE
0.1,0.15,1.68,-0.02,0.15,0,0.03,-1.87,0,0,0.11,-0.32,0,0,-0.05,-0.08,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
1.25,0.29,2.41,0,0,0,0,0,0,0,0,0,0.33,0,0.33,0,TRUE
0.35,0,0.35,0,0,0,0,-0.07,0,0,0,0,0.1,0,0.1,0,FALSE
1.78,0,1.9,0,0,0,0.02,0,0,0,0,0,0,0,-0.11,0,FALSE
0.22,0,2.2,0,0.01,0,0,-1.92,0,0,0,-0.26,0.12,0,0.15,0,FALSE
0.98,0,1.13,0,0,0,0,0,0.11,0.01,0.12,0.01,0.19,0,0.19,0,FALSE
0,0.06,1.42,0,0,0,0,-1.61,0,0,0,-0.06,0,0,0,0,FALSE
0.14,0,2.12,0,0.23,0,0.35,-2.3,0,0,1.73,0.01,0.09,0,0.09,-0.74,FALSE
1.93,0,1.72,0,0,0,0,0,0,0,0,-0.08,0.06,0,0.04,0,TRUE
0.2,0,0,0,0,0,0,-1.94,0.1,0,0.1,0,0.02,0,-0.11,0,TRUE
0.13,0,0.16,0,-0.07,0,0,-1.85,0.09,0,0,0,-0.03,0,-0.03,0,FALSE
2.02,0,2.24,0,0.04,0,0.13,-2.82,0,0,0.07,0.12,-0.06,0,-0.06,0,FALSE
0,0,0.28,0,0.1,0,0.17,0,0,0,0,0,0.05,0,0.05,0,FALSE
0,-0.34,1.27,0,0,0,0,-0.09,0,0,0,0,-0.02,0,-0.02,0,FALSE
1.78,0,1.9,0,-0.07,-0.13,0,-0.34,0.09,0,0,0,0,-0.09,0,-0.09,TRUE
0,0,0,0,0,0,0,-0.23,0,0,0,0,0,0,0,-0.17,TRUE
0,0,0.11,0,0,0,0,0,0,0,0.13,0,0,0,0,0,TRUE
0.31,0.42,3.2,0,0,0,0,-1.91,0,0,0,-0.35,0.08,0,0.08,0,TRUE
1.66,0,0,0,0,0,0,-2.19,0,0,0,-0.06,0.01,0,0.01,-0.22,FALSE
0.55,0.25,3.65,0,0.05,0,0.02,-1.29,0.09,0,0.06,0.01,0.14,0,0.14,0,FALSE
4.5,0,3.79,0,0,0,0,-2,0,0,0,-0.2,0.81,0,0.81,-0.11,TRUE
0,0,0,0,0.08,0,0.2,0,0,0,0,0.01,0.07,0,0.07,0,FALSE
0.14,0,0.17,0,0.13,0,0.12,0,0.14,0,0.17,0,0.09,0,0.09,0,FALSE
0.68,0,0.2,0,0,-0.07,0,-2.01,0,0,0,-0.04,0.31,0,0.31,-0.73,TRUE
0,0,0.44,0,0,0,0,-1.91,0,0,0.21,-0.35,0,0,0,0,FALSE
0,0,0,0,0.14,0,0,-1.91,0,0,0,-0.35,0.25,0,0,0,FALSE
0,-0.22,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.71,FALSE
1.92,0,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
1.96,0,2.04,0,0,0,0,0,0,0,0,-0.19,0.04,0,0.04,0,FALSE
1.87,0,1.87,0,0,0,0,-1.48,0,0,0,0.12,0.15,0,0.15,0,FALSE
0.32,0,0.32,0,0,-1.82,0,-1.61,0,0,0,0,0.12,-1.82,0.12,-1.82,FALSE
0,-0.34,1.38,0,0,-0.05,0,-1.04,0,0,0.12,0.01,0,-0.06,0,-0.06,TRUE
0,0.12,0,0.08,0,0,0,-1.28,0,0,0,0.33,0,0,0,0,FALSE
0.5,0.08,1.96,0,0,0,0,-1.89,0,0,0,-0.06,0.05,0,0.05,0,FALSE
0.2,0,1.91,0,0,0,0,-0.11,0,0,0,0,0.11,0,0.11,0,FALSE
2.04,-0.23,3.43,0,0,0,0.03,0,0,0,0,0,0,0,-0.11,0,FALSE
1.99,0.28,2.17,0,0,0,0,-3.32,0,0,0,-0.52,0.02,0,0.02,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0,TRUE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
0.2,0,0.2,0,0,0,0,0,0,0,0,0,-0.03,0,-0.03,0,FALSE
0.18,0,0.34,0,0,0,0,0,0,0,0.15,0,0.05,0,0.05,0,FALSE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
0.26,0,0.2,0,0,0,0,0,0,0,0,0,0.14,0,0.03,0,FALSE
3.67,0,3.74,-0.02,0,0,0,0,0.09,0,0.22,0,0,0,0,-0.08,TRUE
1.92,-0.16,3.2,0,0.23,0,0.35,-0.07,0,-0.08,0,-0.23,0.22,0,0.22,0,FALSE
0,-0.3,1.39,0,-0.49,0,0,-0.82,0,0,0,0,-0.17,0,0,-0.17,FALSE
0,0.06,2.94,0,0,0,0,-3.4,0,0,0,-0.08,0,0,0,-0.8,FALSE
3.18,0,3.14,0,0,0,0.12,0,0,0,0,0,0.25,0,0.25,0,FALSE
0,0.04,0,0,0,-0.21,0,-0.33,0,-0.04,0,-0.35,0,0,0,0,FALSE
0,-0.06,1.8,0,0,0,0,0,0,-0.09,0,0,0,0,0,0,TRUE
1.16,-0.01,0.75,-0.13,0,0,0,-0.3,0,-0.01,0,-0.1,0.41,0,0.41,-0.22,TRUE
0.24,0,0.24,0,0,-0.08,0,0,0,0,0,0,0.02,-0.08,-0.09,0,TRUE
0,0,0,-0.02,0,0,0,0,0,0,0,0,0.1,0,0.1,-0.08,FALSE
0.34,-0.08,0.78,0,0,0,0,-1.51,0,0,0,0.01,0.27,-0.29,-0.02,0,TRUE
0.14,0,0.23,0,0,0,0,0,0,0,0,-0.19,0.01,0,0.01,-0.94,FALSE
0,0,0,0,-0.09,0,-0.02,-1.57,0.18,0,0.25,-0.26,-0.1,0,-0.1,0,FALSE
0,0,0,0,0.21,0,0.07,0,0,0,0,0,0.29,0,0.29,0,FALSE
0.32,-0.04,1.5,0,0.12,0,-0.03,-1.38,0,0,0,-0.24,0.03,0,0.03,0,FALSE
0.54,0,0.79,0,0,0,0,0,0,0.01,0,0.01,-0.13,0,-0.13,0,FALSE
0.5,0,0.49,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0,FALSE
